City,Datetime,PM2.5,PM10,NO2,O3,SO2
Mumbai,2023-09-10 14:00:00,15,83,34,34,20
Kolkata,2023-09-10 15:00:00,67,109,47,21,6
Kolkata,2023-09-10 16:00:00,97,169,41,20,13
Mumbai,2023-09-10 17:00:00,46,67,34,32,5
Mumbai,2023-09-10 18:00:00,107,12,23,20,17
Chennai,2023-09-10 19:00:00,105,127,18,35,10
Kolkata,2023-09-10 20:00:00,118,165,17,50,27
Kolkata,2023-09-10 21:00:00,70,107,48,42,26
Chennai,2023-09-10 22:00:00,80,41,29,45,6
Delhi,2023-09-10 23:00:00,109,84,5,49,17
Chennai,2023-09-11 00:00:00,75,39,48,35,25
Bangalore,2023-09-11 01:00:00,42,118,39,27,15
Kolkata,2023-09-11 02:00:00,44,29,66,16,9
Mumbai,2023-09-11 03:00:00,68,76,47,22,4
Bangalore,2023-09-11 04:00:00,14,44,10,20,28
Kolkata,2023-09-11 05:00:00,54,95,5,43,28
Chennai,2023-09-11 06:00:00,98,73,25,36,15
Bangalore,2023-09-11 07:00:00,5,97,27,42,27
Kolkata,2023-09-11 08:00:00,113,91,58,9,1
Delhi,2023-09-11 09:00:00,99,45,39,55,33
Delhi,2023-09-11 10:00:00,43,118,62,22,16
Mumbai,2023-09-11 11:00:00,79,87,13,10,19
Kolkata,2023-09-11 12:00:00,60,45,59,22,14
Delhi,2023-09-11 13:00:00,103,190,54,74,34
Chennai,2023-09-11 14:00:00,94,111,5,23,5
Kolkata,2023-09-11 15:00:00,10,83,66,24,35
Chennai,2023-09-11 16:00:00,80,153,41,26,22
Chennai,2023-09-11 17:00:00,52,172,47,27,25
Delhi,2023-09-11 18:00:00,62,83,22,15,14
Kolkata,2023-09-11 19:00:00,34,105,65,32,2
Bangalore,2023-09-11 20:00:00,121,45,16,49,29
Delhi,2023-09-11 21:00:00,96,83,56,35,21
Delhi,2023-09-11 22:00:00,34,81,56,9,34
Kolkata,2023-09-11 23:00:00,13,98,20,23,15
Kolkata,2023-09-12 00:00:00,46,104,79,20,12
Chennai,2023-09-12 01:00:00,75,115,44,30,34
Kolkata,2023-09-12 02:00:00,68,100,53,53,40
Chennai,2023-09-12 03:00:00,103,35,9,27,18
Delhi,2023-09-12 04:00:00,87,47,82,28,8
Mumbai,2023-09-12 05:00:00,93,65,15,61,27
Bangalore,2023-09-12 06:00:00,71,77,60,45,14
Delhi,2023-09-12 07:00:00,11,137,20,40,25
Kolkata,2023-09-12 08:00:00,53,37,27,65,14
Bangalore,2023-09-12 09:00:00,97,73,55,38,36
Mumbai,2023-09-12 10:00:00,58,132,60,5,9
Mumbai,2023-09-12 11:00:00,77,76,14,44,23
Chennai,2023-09-12 12:00:00,48,110,61,5,12
Bangalore,2023-09-12 13:00:00,23,83,60,38,14
Chennai,2023-09-12 14:00:00,55,101,21,5,13
Delhi,2023-09-12 15:00:00,70,79,71,21,26
Bangalore,2023-09-12 16:00:00,37,120,10,23,29
Delhi,2023-09-12 17:00:00,51,20,27,16,24
Chennai,2023-09-12 18:00:00,27,73,49,23,16
Bangalore,2023-09-12 19:00:00,99,103,22,48,19
Chennai,2023-09-12 20:00:00,49,114,45,17,28
Bangalore,2023-09-12 21:00:00,110,157,44,39,29
Chennai,2023-09-12 22:00:00,113,72,36,12,1
Mumbai,2023-09-12 23:00:00,57,156,56,26,14
Chennai,2023-09-13 00:00:00,24,60,35,35,15
Mumbai,2023-09-13 01:00:00,5,149,44,12,26
Chennai,2023-09-13 02:00:00,8,126,62,6,17
Bangalore,2023-09-13 03:00:00,11,48,55,38,26
Bangalore,2023-09-13 04:00:00,108,103,55,50,5
Bangalore,2023-09-13 05:00:00,64,87,17,28,21
Kolkata,2023-09-13 06:00:00,73,118,50,21,28
Delhi,2023-09-13 07:00:00,5,79,22,32,1
Bangalore,2023-09-13 08:00:00,18,76,14,30,48
Mumbai,2023-09-13 09:00:00,91,151,38,34,32
Bangalore,2023-09-13 10:00:00,70,85,21,5,18
Kolkata,2023-09-13 11:00:00,54,127,55,10,8
Mumbai,2023-09-13 12:00:00,79,79,56,14,15
Kolkata,2023-09-13 13:00:00,117,164,5,32,19
Mumbai,2023-09-13 14:00:00,52,59,23,33,23
Chennai,2023-09-13 15:00:00,62,62,10,41,36
Delhi,2023-09-13 16:00:00,66,158,30,34,12
Delhi,2023-09-13 17:00:00,143,69,49,6,24
Kolkata,2023-09-13 18:00:00,5,162,35,56,2
Delhi,2023-09-13 19:00:00,83,130,28,52,13
Kolkata,2023-09-13 20:00:00,55,83,66,7,22
Kolkata,2023-09-13 21:00:00,79,10,5,35,26
Kolkata,2023-09-13 22:00:00,36,89,64,19,8
Delhi,2023-09-13 23:00:00,58,94,29,32,12
Kolkata,2023-09-14 00:00:00,84,142,38,48,35
Delhi,2023-09-14 01:00:00,168,161,29,68,31
Kolkata,2023-09-14 02:00:00,88,59,70,43,20
Bangalore,2023-09-14 03:00:00,30,126,15,35,1
Kolkata,2023-09-14 04:00:00,45,124,40,23,48
Mumbai,2023-09-14 05:00:00,44,138,50,33,17
Kolkata,2023-09-14 06:00:00,5,112,7,54,14
Chennai,2023-09-14 07:00:00,48,10,21,29,11
Kolkata,2023-09-14 08:00:00,85,83,37,14,22
Mumbai,2023-09-14 09:00:00,15,37,22,5,22
Mumbai,2023-09-14 10:00:00,96,80,23,39,29
Delhi,2023-09-14 11:00:00,77,134,33,34,6
Bangalore,2023-09-14 12:00:00,34,103,52,18,14
Kolkata,2023-09-14 13:00:00,55,141,33,48,42
Delhi,2023-09-14 14:00:00,115,105,61,22,20
Bangalore,2023-09-14 15:00:00,85,31,20,27,15
Kolkata,2023-09-14 16:00:00,60,10,14,29,6
Chennai,2023-09-14 17:00:00,51,96,78,23,24
Kolkata,2023-09-14 18:00:00,62,80,26,34,30
Mumbai,2023-09-14 19:00:00,42,46,13,50,28
Mumbai,2023-09-14 20:00:00,5,13,5,9,14
Chennai,2023-09-14 21:00:00,131,56,61,38,22
Delhi,2023-09-14 22:00:00,65,81,33,33,38
Bangalore,2023-09-14 23:00:00,73,119,34,32,30
Kolkata,2023-09-15 00:00:00,57,98,36,45,8
Mumbai,2023-09-15 01:00:00,34,162,60,30,1
Delhi,2023-09-15 02:00:00,53,43,36,38,21
Chennai,2023-09-15 03:00:00,5,129,86,42,27
Mumbai,2023-09-15 04:00:00,139,92,42,20,4
Chennai,2023-09-15 05:00:00,16,121,61,35,17
Kolkata,2023-09-15 06:00:00,23,70,56,25,14
Bangalore,2023-09-15 07:00:00,44,138,39,27,19
Mumbai,2023-09-15 08:00:00,105,103,28,24,11
Mumbai,2023-09-15 09:00:00,60,59,46,38,33
Kolkata,2023-09-15 10:00:00,16,89,50,31,19
Delhi,2023-09-15 11:00:00,103,79,28,37,7
Bangalore,2023-09-15 12:00:00,85,112,43,29,29
Mumbai,2023-09-15 13:00:00,78,36,64,5,2
Bangalore,2023-09-15 14:00:00,85,88,81,30,33
Mumbai,2023-09-15 15:00:00,143,107,57,31,29
Bangalore,2023-09-15 16:00:00,136,91,77,34,34
Chennai,2023-09-15 17:00:00,35,150,27,19,16
Mumbai,2023-09-15 18:00:00,116,124,54,8,12
Bangalore,2023-09-15 19:00:00,73,89,66,41,19
Delhi,2023-09-15 20:00:00,77,99,22,25,16
Chennai,2023-09-15 21:00:00,5,103,30,33,10
Chennai,2023-09-15 22:00:00,54,108,74,24,11
Delhi,2023-09-15 23:00:00,31,10,20,29,13
Bangalore,2023-09-16 00:00:00,88,76,13,21,3
Kolkata,2023-09-16 01:00:00,97,23,70,12,26
Delhi,2023-09-16 02:00:00,5,147,63,38,17
Bangalore,2023-09-16 03:00:00,59,87,48,19,14
Delhi,2023-09-16 04:00:00,99,81,39,32,4
Delhi,2023-09-16 05:00:00,53,130,31,37,4
Mumbai,2023-09-16 06:00:00,85,109,45,19,41
Bangalore,2023-09-16 07:00:00,72,39,71,8,10
Kolkata,2023-09-16 08:00:00,71,86,44,73,25
Mumbai,2023-09-16 09:00:00,50,74,83,20,19
Delhi,2023-09-16 10:00:00,17,11,22,41,1
Delhi,2023-09-16 11:00:00,20,58,39,64,39
Delhi,2023-09-16 12:00:00,84,81,32,44,26
Bangalore,2023-09-16 13:00:00,60,84,18,24,8
Bangalore,2023-09-16 14:00:00,55,23,36,28,17
Mumbai,2023-09-16 15:00:00,45,141,48,15,4
Kolkata,2023-09-16 16:00:00,49,85,50,45,39
Mumbai,2023-09-16 17:00:00,96,91,83,40,7
Chennai,2023-09-16 18:00:00,48,108,49,20,11
Delhi,2023-09-16 19:00:00,13,54,63,11,9
Delhi,2023-09-16 20:00:00,86,110,41,6,18
Delhi,2023-09-16 21:00:00,52,73,73,47,34
Mumbai,2023-09-16 22:00:00,61,49,87,32,39
Mumbai,2023-09-16 23:00:00,116,115,50,33,13
Delhi,2023-09-17 00:00:00,59,157,20,15,22
Mumbai,2023-09-17 01:00:00,70,122,29,5,18
Bangalore,2023-09-17 02:00:00,18,131,45,47,6
Bangalore,2023-09-17 03:00:00,52,66,49,30,47
Mumbai,2023-09-17 04:00:00,81,18,53,46,34
Delhi,2023-09-17 05:00:00,5,157,49,23,20
Mumbai,2023-09-17 06:00:00,67,182,40,25,36
Mumbai,2023-09-17 07:00:00,63,159,27,42,32
Mumbai,2023-09-17 08:00:00,61,74,48,43,18
Chennai,2023-09-17 09:00:00,96,38,77,44,21
Bangalore,2023-09-17 10:00:00,71,42,60,24,36
Kolkata,2023-09-17 11:00:00,111,14,50,41,6
Kolkata,2023-09-17 12:00:00,25,85,60,49,38
Chennai,2023-09-17 13:00:00,64,162,32,28,15
Mumbai,2023-09-17 14:00:00,62,83,29,20,36
Chennai,2023-09-17 15:00:00,22,103,25,54,17
Chennai,2023-09-17 16:00:00,93,151,37,18,22
Delhi,2023-09-17 17:00:00,141,71,31,41,17
Bangalore,2023-09-17 18:00:00,59,181,64,28,11
Kolkata,2023-09-17 19:00:00,77,179,30,5,14
Mumbai,2023-09-17 20:00:00,62,84,23,50,34
Kolkata,2023-09-17 21:00:00,35,64,78,5,1
Kolkata,2023-09-17 22:00:00,5,121,30,5,3
Bangalore,2023-09-17 23:00:00,35,74,43,39,9
Kolkata,2023-09-18 00:00:00,11,37,49,39,5
Kolkata,2023-09-18 01:00:00,119,147,17,18,36
Chennai,2023-09-18 02:00:00,55,144,64,32,33
Bangalore,2023-09-18 03:00:00,47,96,52,5,25
Delhi,2023-09-18 04:00:00,91,33,71,42,10
Mumbai,2023-09-18 05:00:00,20,34,26,34,34
Kolkata,2023-09-18 06:00:00,33,94,41,29,1
Mumbai,2023-09-18 07:00:00,62,67,40,30,43
Delhi,2023-09-18 08:00:00,96,74,45,38,9
Mumbai,2023-09-18 09:00:00,77,135,10,29,14
Delhi,2023-09-18 10:00:00,68,122,42,5,12
Chennai,2023-09-18 11:00:00,62,152,11,69,5
Kolkata,2023-09-18 12:00:00,74,45,47,51,41
Delhi,2023-09-18 13:00:00,67,74,5,6,27
Mumbai,2023-09-18 14:00:00,23,124,5,23,32
Kolkata,2023-09-18 15:00:00,61,110,56,25,3
Chennai,2023-09-18 16:00:00,22,158,29,49,20
Kolkata,2023-09-18 17:00:00,62,108,20,5,24
Delhi,2023-09-18 18:00:00,43,173,65,21,21
Chennai,2023-09-18 19:00:00,148,114,46,5,4
Mumbai,2023-09-18 20:00:00,58,137,57,24,30
Chennai,2023-09-18 21:00:00,10,75,36,21,19
Chennai,2023-09-18 22:00:00,55,90,93,31,6
Bangalore,2023-09-18 23:00:00,78,130,27,19,1
Chennai,2023-09-19 00:00:00,118,162,74,16,25
Chennai,2023-09-19 01:00:00,39,122,38,41,47
Kolkata,2023-09-19 02:00:00,5,86,6,38,5
Mumbai,2023-09-19 03:00:00,88,151,49,39,20
Kolkata,2023-09-19 04:00:00,11,10,46,26,31
Kolkata,2023-09-19 05:00:00,44,25,18,19,2
Delhi,2023-09-19 06:00:00,50,120,21,27,12
Kolkata,2023-09-19 07:00:00,57,90,39,39,7
Bangalore,2023-09-19 08:00:00,84,117,46,5,29
Bangalore,2023-09-19 09:00:00,36,92,5,37,33
Delhi,2023-09-19 10:00:00,50,115,61,35,19
Mumbai,2023-09-19 11:00:00,59,53,30,31,7
Mumbai,2023-09-19 12:00:00,65,115,13,27,12
Kolkata,2023-09-19 13:00:00,63,134,58,5,10
Kolkata,2023-09-19 14:00:00,75,144,39,22,6
Kolkata,2023-09-19 15:00:00,89,180,64,62,16
Mumbai,2023-09-19 16:00:00,73,100,48,30,24
Chennai,2023-09-19 17:00:00,75,102,39,24,23
Bangalore,2023-09-19 18:00:00,5,21,36,30,17
Chennai,2023-09-19 19:00:00,61,66,49,36,18
Chennai,2023-09-19 20:00:00,76,81,31,41,17
Mumbai,2023-09-19 21:00:00,85,137,22,25,2
Chennai,2023-09-19 22:00:00,35,62,52,37,19
Delhi,2023-09-19 23:00:00,36,125,37,60,10
Kolkata,2023-09-20 00:00:00,39,89,40,48,1
Delhi,2023-09-20 01:00:00,78,82,61,72,22
Bangalore,2023-09-20 02:00:00,96,101,37,18,10
Kolkata,2023-09-20 03:00:00,45,72,40,60,20
Chennai,2023-09-20 04:00:00,91,70,28,15,28
Bangalore,2023-09-20 05:00:00,64,13,48,36,6
Kolkata,2023-09-20 06:00:00,55,78,46,43,19
Chennai,2023-09-20 07:00:00,52,68,58,20,1
Delhi,2023-09-20 08:00:00,86,66,28,31,36
Kolkata,2023-09-20 09:00:00,71,108,30,46,1
Chennai,2023-09-20 10:00:00,139,119,55,17,11
Delhi,2023-09-20 11:00:00,30,100,45,60,34
Bangalore,2023-09-20 12:00:00,78,134,21,5,15
Bangalore,2023-09-20 13:00:00,41,115,66,64,3
Bangalore,2023-09-20 14:00:00,29,76,6,48,26
Bangalore,2023-09-20 15:00:00,59,69,55,28,26
Mumbai,2023-09-20 16:00:00,64,104,14,22,10
Kolkata,2023-09-20 17:00:00,162,115,77,20,11
Kolkata,2023-09-20 18:00:00,53,152,9,27,12
Mumbai,2023-09-20 19:00:00,20,143,63,29,15
Chennai,2023-09-20 20:00:00,69,65,38,52,1
Chennai,2023-09-20 21:00:00,5,85,32,65,15
Bangalore,2023-09-20 22:00:00,56,120,43,33,39
Delhi,2023-09-20 23:00:00,60,138,52,14,7
Chennai,2023-09-21 00:00:00,87,132,21,20,10
Delhi,2023-09-21 01:00:00,94,87,23,26,3
Kolkata,2023-09-21 02:00:00,42,33,52,11,25
Delhi,2023-09-21 03:00:00,54,45,5,8,32
Kolkata,2023-09-21 04:00:00,33,102,28,67,32
Mumbai,2023-09-21 05:00:00,20,105,100,35,3
Mumbai,2023-09-21 06:00:00,70,40,20,15,23
Bangalore,2023-09-21 07:00:00,15,92,62,44,35
Chennai,2023-09-21 08:00:00,45,118,28,8,24
Bangalore,2023-09-21 09:00:00,25,38,50,10,23
Kolkata,2023-09-21 10:00:00,79,139,53,15,12
Bangalore,2023-09-21 11:00:00,123,73,62,59,20
Delhi,2023-09-21 12:00:00,14,146,35,25,32
Kolkata,2023-09-21 13:00:00,5,65,79,5,21
Mumbai,2023-09-21 14:00:00,55,43,28,51,3
Chennai,2023-09-21 15:00:00,60,69,44,24,12
Kolkata,2023-09-21 16:00:00,67,85,44,5,32
Kolkata,2023-09-21 17:00:00,44,72,17,24,21
Delhi,2023-09-21 18:00:00,52,80,34,39,19
Chennai,2023-09-21 19:00:00,72,105,43,37,11
Mumbai,2023-09-21 20:00:00,96,82,31,62,32
Kolkata,2023-09-21 21:00:00,5,87,88,14,37
Kolkata,2023-09-21 22:00:00,47,13,23,30,33
Delhi,2023-09-21 23:00:00,67,107,63,17,35
Bangalore,2023-09-22 00:00:00,27,85,57,5,13
Mumbai,2023-09-22 01:00:00,120,162,39,45,11
Chennai,2023-09-22 02:00:00,37,47,22,38,16
Kolkata,2023-09-22 03:00:00,58,10,24,35,18
Kolkata,2023-09-22 04:00:00,79,117,29,37,35
Mumbai,2023-09-22 05:00:00,39,105,5,17,31
Bangalore,2023-09-22 06:00:00,5,44,19,11,24
Kolkata,2023-09-22 07:00:00,44,21,10,30,1
Mumbai,2023-09-22 08:00:00,96,159,66,50,1
Delhi,2023-09-22 09:00:00,48,153,52,58,20
Bangalore,2023-09-22 10:00:00,30,10,55,44,28
Chennai,2023-09-22 11:00:00,92,69,51,30,17
Kolkata,2023-09-22 12:00:00,48,164,43,34,40
Mumbai,2023-09-22 13:00:00,42,68,69,30,5
Delhi,2023-09-22 14:00:00,65,67,27,11,3
Chennai,2023-09-22 15:00:00,86,77,42,30,10
Mumbai,2023-09-22 16:00:00,143,39,54,5,9
Mumbai,2023-09-22 17:00:00,88,13,13,27,24
Chennai,2023-09-22 18:00:00,100,137,101,59,12
Delhi,2023-09-22 19:00:00,42,10,40,44,1
Delhi,2023-09-22 20:00:00,24,101,42,13,28
Bangalore,2023-09-22 21:00:00,62,129,65,28,1
Kolkata,2023-09-22 22:00:00,63,24,58,14,5
Chennai,2023-09-22 23:00:00,22,48,40,28,1
Chennai,2023-09-23 00:00:00,53,144,42,48,20
Chennai,2023-09-23 01:00:00,73,113,9,41,20
Delhi,2023-09-23 02:00:00,72,62,28,74,40
Kolkata,2023-09-23 03:00:00,77,144,50,51,28
Bangalore,2023-09-23 04:00:00,70,144,48,33,35
Mumbai,2023-09-23 05:00:00,42,102,64,42,21
Mumbai,2023-09-23 06:00:00,42,49,37,26,6
Chennai,2023-09-23 07:00:00,18,71,12,9,19
Kolkata,2023-09-23 08:00:00,122,102,61,53,25
Delhi,2023-09-23 09:00:00,60,81,68,48,26
Kolkata,2023-09-23 10:00:00,52,132,57,25,12
Kolkata,2023-09-23 11:00:00,27,21,36,34,23
Delhi,2023-09-23 12:00:00,162,22,60,52,6
Chennai,2023-09-23 13:00:00,22,98,108,45,5
Kolkata,2023-09-23 14:00:00,44,67,42,5,4
Mumbai,2023-09-23 15:00:00,74,61,13,34,18
Delhi,2023-09-23 16:00:00,81,10,28,26,3
Bangalore,2023-09-23 17:00:00,93,90,52,50,12
Chennai,2023-09-23 18:00:00,123,87,7,48,28
Delhi,2023-09-23 19:00:00,77,119,43,53,5
Bangalore,2023-09-23 20:00:00,23,93,47,9,11
Bangalore,2023-09-23 21:00:00,51,84,70,15,18
Kolkata,2023-09-23 22:00:00,70,142,66,50,20
Kolkata,2023-09-23 23:00:00,132,30,57,19,12
Kolkata,2023-09-24 00:00:00,11,114,5,5,27
Delhi,2023-09-24 01:00:00,102,14,58,39,25
Delhi,2023-09-24 02:00:00,66,52,54,20,31
Chennai,2023-09-24 03:00:00,89,35,45,62,17
Kolkata,2023-09-24 04:00:00,56,125,5,35,11
Bangalore,2023-09-24 05:00:00,30,87,24,32,9
Mumbai,2023-09-24 06:00:00,86,89,16,23,21
Chennai,2023-09-24 07:00:00,82,40,5,58,13
Delhi,2023-09-24 08:00:00,94,76,39,36,11
Chennai,2023-09-24 09:00:00,59,55,24,22,12
Chennai,2023-09-24 10:00:00,39,107,92,15,9
Chennai,2023-09-24 11:00:00,5,45,36,28,20
Chennai,2023-09-24 12:00:00,88,149,65,12,1
Mumbai,2023-09-24 13:00:00,74,14,8,48,21
Kolkata,2023-09-24 14:00:00,26,53,29,5,26
Bangalore,2023-09-24 15:00:00,41,165,41,27,11
Chennai,2023-09-24 16:00:00,43,70,21,40,41
Chennai,2023-09-24 17:00:00,8,30,31,36,18
Chennai,2023-09-24 18:00:00,31,99,35,17,1
Kolkata,2023-09-24 19:00:00,20,68,35,41,14
Delhi,2023-09-24 20:00:00,45,52,77,14,18
Delhi,2023-09-24 21:00:00,34,40,47,29,23
Mumbai,2023-09-24 22:00:00,5,214,49,41,14
Delhi,2023-09-24 23:00:00,130,78,50,38,5
Chennai,2023-09-25 00:00:00,103,10,52,17,4
Chennai,2023-09-25 01:00:00,32,157,38,51,10
Chennai,2023-09-25 02:00:00,69,117,33,31,11
Mumbai,2023-09-25 03:00:00,74,55,43,43,4
Chennai,2023-09-25 04:00:00,101,48,63,57,9
Delhi,2023-09-25 05:00:00,31,120,62,50,25
Kolkata,2023-09-25 06:00:00,98,78,35,50,37
Kolkata,2023-09-25 07:00:00,40,10,55,33,27
Bangalore,2023-09-25 08:00:00,13,170,36,44,33
Delhi,2023-09-25 09:00:00,85,70,40,33,29
Chennai,2023-09-25 10:00:00,105,157,30,8,27
Kolkata,2023-09-25 11:00:00,150,147,36,35,13
Delhi,2023-09-25 12:00:00,18,44,66,34,19
Kolkata,2023-09-25 13:00:00,84,136,41,40,12
Chennai,2023-09-25 14:00:00,45,60,42,27,15
Kolkata,2023-09-25 15:00:00,87,10,11,16,18
Bangalore,2023-09-25 16:00:00,8,70,33,41,26
Bangalore,2023-09-25 17:00:00,15,107,35,6,23
Kolkata,2023-09-25 18:00:00,32,69,23,56,16
Delhi,2023-09-25 19:00:00,62,76,40,25,18
Delhi,2023-09-25 20:00:00,37,141,31,34,23
Delhi,2023-09-25 21:00:00,83,94,41,40,26
Kolkata,2023-09-25 22:00:00,95,52,42,40,1
Delhi,2023-09-25 23:00:00,80,121,20,5,5
Chennai,2023-09-26 00:00:00,116,98,32,44,31
Bangalore,2023-09-26 01:00:00,74,10,41,35,17
Chennai,2023-09-26 02:00:00,17,109,63,18,12
Delhi,2023-09-26 03:00:00,107,107,45,16,14
Chennai,2023-09-26 04:00:00,38,90,26,23,14
Delhi,2023-09-26 05:00:00,91,130,47,6,24
Kolkata,2023-09-26 06:00:00,115,59,74,61,4
Chennai,2023-09-26 07:00:00,75,105,58,56,18
Kolkata,2023-09-26 08:00:00,7,19,50,38,20
Kolkata,2023-09-26 09:00:00,27,108,54,25,22
Mumbai,2023-09-26 10:00:00,106,177,68,26,20
Delhi,2023-09-26 11:00:00,54,45,61,43,24
Bangalore,2023-09-26 12:00:00,62,55,51,61,11
Delhi,2023-09-26 13:00:00,86,58,61,19,6
Bangalore,2023-09-26 14:00:00,84,95,18,9,47
Delhi,2023-09-26 15:00:00,69,42,9,57,14
Kolkata,2023-09-26 16:00:00,52,108,43,5,15
Chennai,2023-09-26 17:00:00,49,128,41,11,26
Chennai,2023-09-26 18:00:00,90,114,29,25,37
Mumbai,2023-09-26 19:00:00,79,10,56,5,11
Bangalore,2023-09-26 20:00:00,50,134,5,50,6
Bangalore,2023-09-26 21:00:00,97,132,29,45,3
Bangalore,2023-09-26 22:00:00,55,127,30,19,37
Kolkata,2023-09-26 23:00:00,30,106,7,53,5
Bangalore,2023-09-27 00:00:00,33,99,69,56,17
Chennai,2023-09-27 01:00:00,25,136,12,27,6
Kolkata,2023-09-27 02:00:00,50,176,28,21,1
Delhi,2023-09-27 03:00:00,103,47,58,70,14
Bangalore,2023-09-27 04:00:00,31,138,52,42,6
Bangalore,2023-09-27 05:00:00,66,86,17,34,9
Delhi,2023-09-27 06:00:00,37,84,53,54,42
Bangalore,2023-09-27 07:00:00,50,20,45,35,23
Delhi,2023-09-27 08:00:00,7,77,86,20,29
Kolkata,2023-09-27 09:00:00,52,45,48,31,27
Chennai,2023-09-27 10:00:00,53,69,37,48,16
Delhi,2023-09-27 11:00:00,78,40,22,5,12
Mumbai,2023-09-27 12:00:00,67,69,25,24,20
Delhi,2023-09-27 13:00:00,18,71,23,54,20
Bangalore,2023-09-27 14:00:00,97,94,67,20,11
Kolkata,2023-09-27 15:00:00,67,17,40,57,19
Kolkata,2023-09-27 16:00:00,66,24,51,55,9
Delhi,2023-09-27 17:00:00,59,106,70,28,15
Chennai,2023-09-27 18:00:00,41,54,5,19,13
Mumbai,2023-09-27 19:00:00,67,138,65,24,2
Kolkata,2023-09-27 20:00:00,76,100,41,77,1
Bangalore,2023-09-27 21:00:00,5,117,48,63,6
Bangalore,2023-09-27 22:00:00,41,153,23,32,39
Chennai,2023-09-27 23:00:00,51,76,24,19,14
Kolkata,2023-09-28 00:00:00,68,64,49,32,27
Delhi,2023-09-28 01:00:00,101,129,87,34,1
Bangalore,2023-09-28 02:00:00,32,112,60,7,5
Chennai,2023-09-28 03:00:00,42,81,65,31,1
Kolkata,2023-09-28 04:00:00,42,152,36,53,15
Kolkata,2023-09-28 05:00:00,31,80,27,5,47
Kolkata,2023-09-28 06:00:00,47,91,24,44,23
Kolkata,2023-09-28 07:00:00,86,90,30,54,38
Kolkata,2023-09-28 08:00:00,23,47,5,19,14
Bangalore,2023-09-28 09:00:00,74,93,25,60,34
Chennai,2023-09-28 10:00:00,5,152,28,17,42
Kolkata,2023-09-28 11:00:00,40,110,36,37,16
Mumbai,2023-09-28 12:00:00,48,91,42,24,11
Mumbai,2023-09-28 13:00:00,118,82,47,24,2
Chennai,2023-09-28 14:00:00,50,104,39,18,14
Delhi,2023-09-28 15:00:00,5,123,28,42,18
Delhi,2023-09-28 16:00:00,5,117,5,45,42
Delhi,2023-09-28 17:00:00,61,75,28,28,2
Mumbai,2023-09-28 18:00:00,81,104,20,5,18
Delhi,2023-09-28 19:00:00,73,111,49,37,1
Bangalore,2023-09-28 20:00:00,65,44,58,37,12
Kolkata,2023-09-28 21:00:00,100,97,58,26,21
Mumbai,2023-09-28 22:00:00,41,10,55,63,24
Chennai,2023-09-28 23:00:00,91,111,37,5,25
Chennai,2023-09-29 00:00:00,5,119,29,5,22
Kolkata,2023-09-29 01:00:00,28,123,25,16,24
Mumbai,2023-09-29 02:00:00,5,72,9,42,18
Delhi,2023-09-29 03:00:00,50,103,59,10,5
Delhi,2023-09-29 04:00:00,58,154,36,12,1
Bangalore,2023-09-29 05:00:00,63,153,15,47,11
Bangalore,2023-09-29 06:00:00,62,88,23,38,16
Delhi,2023-09-29 07:00:00,27,96,22,36,33
Chennai,2023-09-29 08:00:00,53,139,40,44,16
Chennai,2023-09-29 09:00:00,7,22,61,22,15
Bangalore,2023-09-29 10:00:00,107,75,33,23,22
Kolkata,2023-09-29 11:00:00,49,150,5,44,14
Delhi,2023-09-29 12:00:00,42,133,36,5,27
Bangalore,2023-09-29 13:00:00,115,106,36,5,41
Bangalore,2023-09-29 14:00:00,16,22,35,22,44
Delhi,2023-09-29 15:00:00,20,87,27,46,19
Delhi,2023-09-29 16:00:00,21,63,44,34,22
Chennai,2023-09-29 17:00:00,57,104,41,45,36
Kolkata,2023-09-29 18:00:00,75,53,39,5,16
Kolkata,2023-09-29 19:00:00,85,43,48,35,26
Delhi,2023-09-29 20:00:00,150,10,31,41,4
Mumbai,2023-09-29 21:00:00,5,144,30,5,14
Bangalore,2023-09-29 22:00:00,81,72,67,45,31
Bangalore,2023-09-29 23:00:00,40,97,51,27,9
Delhi,2023-09-30 00:00:00,39,89,56,85,16
Mumbai,2023-09-30 01:00:00,38,41,64,5,1
Chennai,2023-09-30 02:00:00,28,33,50,54,42
Delhi,2023-09-30 03:00:00,118,44,58,22,33
Delhi,2023-09-30 04:00:00,89,57,8,5,20
Bangalore,2023-09-30 05:00:00,60,106,44,20,24
Delhi,2023-09-30 06:00:00,107,54,36,34,22
Delhi,2023-09-30 07:00:00,7,168,73,48,34
Delhi,2023-09-30 08:00:00,13,136,58,60,11
Bangalore,2023-09-30 09:00:00,5,126,27,55,26
Chennai,2023-09-30 10:00:00,35,84,47,12,30
Chennai,2023-09-30 11:00:00,65,158,43,50,32
Delhi,2023-09-30 12:00:00,63,80,49,37,1
Bangalore,2023-09-30 13:00:00,65,88,19,18,10
Chennai,2023-09-30 14:00:00,10,97,47,26,5
Chennai,2023-09-30 15:00:00,88,121,35,17,19
Chennai,2023-09-30 16:00:00,68,118,45,30,1
Bangalore,2023-09-30 17:00:00,85,68,25,16,1
Bangalore,2023-09-30 18:00:00,5,66,28,11,44
Delhi,2023-09-30 19:00:00,70,118,63,38,25
Kolkata,2023-09-30 20:00:00,18,122,18,41,19
Chennai,2023-09-30 21:00:00,46,72,20,26,22
